lat;lon;infos
48.83947714062408;2.2683685286576623;"n°16113 Pont Garigliano amont"
48.83927701470086;2.268156959129747;"n°16114 Pont Garigliano aval"
48.84891509318415;2.2660972537734465;"n°34347 La Fontaine / Guérin / Poussin"
48.84524668027106;2.271538363336842;"n°43643 Avenue de Versailles / Wilhem"
48.83544135474375;2.2810621792537753;"n°24120 Bd Victor / Lecourbe"
48.83680496866849;2.27862638472772;"n°38101 Place Balard"
48.83802892383152;2.2578845060923456;"n°89165 Place Pte St Cloud / Av Versailles"
48.83874195270902;2.254438298358205;"n°16989 Parc des Princes / Place du docteur Michaud"
48.84603826784985;2.277041282692701;"n°71637 Pont Mirabeau / Quai André Citroën / Convention"
48.839099816384;2.2647351290067808;"n°16145 Bd Murat / Daumier"
48.83862001887122;2.252114497708416;"n°16136 Edouard Vaillant / Porte de Saint Cloud"
48.84038353873929;2.278088680056035;"n°53603 Esplanade Max Guedj / Balard / Montagne d'Aulas"
48.85014902190342;2.280555503738745;"n°71964 Pont de Grenelle - Rive gauche"
48.83455379285642;2.265441364519151;"n°91143 Quai d'Issy les Moulineaux"
48.845505882677756;2.2573938315949116;"n°19196 Stade Georges Hébert / Bd Murat / Porte Molitor"
48.84552598066364;2.250633785707056;"n°53578 Bd d'Auteuil / Gordon Bennett / Robert Schumann"
48.840503419767195;2.2543902819258292;"n°51992 Av. Parc des Princes / Centre Géo André"
48.84474214889456;2.252166323282432;"n°97645 Nungesser et Coli / avenue de la Porte Molitor"
48.83874026019862;2.2518833767661515;"n°73432 Avenue du commandant Guilbaut / avenue de la porte de Saint Cloud"
48.84272740250968;2.2544917717134885;"n°65961 Avenue du Parc des Princes / Claude Farrère / Général Sarrail"
48.84002814030433;2.2530149397691304;"n°16108 Centre sportif Géo André"
48.8361711146455;2.2588068514006086;"n°16158 Marcel Doret / Dode de la Brunerie"
48.840228215302204;2.2527513910832067;"n°16106 Centre sportif Géo André"
48.83352560401734;2.276930349725279;"n°15040 Place Porte de Sèvres"
48.836866642112746;2.27417722894852;"n°15042 Bd Général Martial Valin / Lucien Bossoutrot"
48.84006334991006;2.279950058442164;"n°17168 Saint Charles / Varet"
48.83825306339943;2.2562682993855385;"n°27960 Porte de Saint Cloud"
48.846677827610606;2.2753380027965737;"n°85275 Pont Mirabeau - Aval"
48.8480152134454;2.2531003862139056;"n°50320 Av Pte Auteuil / Sortie Bd périph ext"
48.84255078418686;2.256256015478317;"n°15181 Bd Murat / Lecomte du Nouy / Varize"
48.84805192724248;2.264169191752891;"n°52670 Michel Ange / Auteuil"
48.836513280684144;2.2562064127138926;"n°82540 Georges Lafont / Edouard Vaillant"
48.83726762762545;2.2565103426049253;"n°27756 Place de la porte de Saint Cloud / Avenue Georges Lafont"
48.828668976253645;2.2735915351225415;"n°15067 Colonel Pierre Avia / Frères Voisin"
48.840760799089125;2.2653400714980076;"n°27296 Avenue de Versailles / Bd Exelmans"
48.83822600890145;2.278285636606767;"n°59975 Balard / Saint Charles / Modigliani"
48.84314739394472;2.260085865868001;"n°58577 Bd Exelmans / Michel Ange"
48.84237703900402;2.2513031640360106;"n°82043 Place de l'Europe / Entrée Parc des Princes"
48.84545554024505;2.2557543924740746;"n°39331 Bd d'Auteuil / Avenue du général Sarrail"
48.83623305020492;2.2783146876070215;"n°15043 Bd Victor / Avenue de la porte de Sèvres"
48.83858088291543;2.2696642513042873;"n°47433 Quai André Citroën / Bd Général Martial Valin / Pont Garigliano"
48.84005596159753;2.2719930009460643;"n°61930 Leblanc / Professeur Florian Delbarre"
48.83989346182733;2.2517224166712553;"n°16007 Guilbaud / Parc des Princes"
48.836513310282896;2.263870569820547;"n°14429 Quai saint Exupéry / rue du général Niox"
48.84537047662555;2.267069826404355;"n°16385 Molitor / Chardon Lagache"
48.84010030766207;2.2521017556638814;"n°16997 Guilbaud / Parc des Princes"
48.840822159089235;2.264957150881856;"n°27200 Avenue de Versailles / Bd Exelmans"
48.8398336992413;2.2564932509734956;"n°38363 Place du général Stéfanik / Bd Murat / rue du général Delestraint"
48.84801988293993;2.258806222474321;"n°39407 Place de la porte d'Auteuil / Bd Murat / Bd Suchet"
48.847729954351344;2.2589350331619222;"n°65084 Place de la porte d'Auteuil / Bd Murat / rue d'Auteuil"
48.83951318161963;2.271716742689063;"n°15110 Professeur Florian Delbarre"
48.83504031981735;2.2550168480285424;"n°16134 Ferdinand Buisson / Georges Lafont / Félix d'Herelle"
48.83680414728049;2.2537547853957456;"n°16135 Ferdinand Buisson / Edouard Vaillant"
48.84129016701146;2.2548491968342357;"n°16137 Sergent Maginot / Arioste"
48.83871595349646;2.266380433081991;"n°16146 Bd Murat / St Exupéry"
48.82711274407976;2.3138214859817348;"n°14070 Promenade plantée Broussais / Didot"
48.84896364215407;2.2834607170701995;"n°15094 Verseau / Perspective 1"
48.839862900512415;2.290494046726069;"n°87231 Convention / Croix Nivert"
48.83765770228846;2.3095727282834866;"n°13273 Bargue / Platon"
48.82920906510997;2.2989182124883545;"n°39029 Bd Lefèbvre / Jean Sicard"
48.84982565498244;2.284361583971394;"n°15092 Reflets"
48.82467717368889;2.3042029071212506;"n°38285 Bd Adolphe Pinard / Av Pte Vanves"
48.843487498253296;2.2828703927491576;"n°93133 Convention / Saint Charles"
48.84123355317846;2.2997967545978475;"n°11877 Péclet / Esplanade mairie"
48.84922134467495;2.2841718648317757;"n°15093 Synagogue / Rive Gauche"
48.839094076177204;2.306191555909309;"n°15115 Quintinie / Procession"
48.83476839156898;2.3169333281900366;"n°14074 Pernety / Ouest"
